blue,green,red,ndwi,brightness,label,source_file
0.26809037,0.16185895,0.20861635,-0.12620889,0.21285522,0,GSL_2016_03.tif
0.2681502,0.16061018,0.20819111,-0.12901472,0.21231717,0,GSL_2016_03.tif
0.22254336,0.1335219,0.19622405,-0.19015232,0.18409644,0,GSL_2016_03.tif
0.22059819,0.1260294,0.19130358,-0.20569551,0.1793104,0,GSL_2016_03.tif
0.25623977,0.16048211,0.21262561,-0.13975416,0.2097825,0,GSL_2016_03.tif
0.24459296,0.14239025,0.12556058,0.06280856,0.17084794,0,GSL_2006_03.tif
0.26362327,0.15838349,0.1506455,0.025039623,0.19088407,0,GSL_2006_03.tif
0.27621493,0.1786457,0.15876207,0.058930393,0.2045409,0,GSL_2006_03.tif
0.27385238,0.17734645,0.20113881,-0.062861875,0.2174459,0,GSL_2006_03.tif
0.33416256,0.24311359,0.27498198,-0.061510507,0.28408602,0,GSL_2006_03.tif
0.2436064,0.1418953,0.1454109,-0.012236384,0.17697085,0,GSL_2006_03.tif
0.6575477,0.617052,0.58023566,0.030749777,0.61827844,0,GSL_2006_03.tif
0.32131127,0.23454468,0.23545781,-0.0019428117,0.26377127,0,GSL_2006_03.tif
0.2736187,0.154826,0.14346997,0.038069528,0.19063823,0,GSL_2006_03.tif
0.31926027,0.19596913,0.17987692,0.04281585,0.2317021,0,GSL_2006_03.tif
0.26042992,0.14424634,0.14147024,0.009716242,0.18204884,0,GSL_2006_03.tif
0.33686262,0.237236,0.2313407,0.012581236,0.2684798,0,GSL_2006_03.tif
0.32559502,0.23222458,0.22037156,0.026188906,0.25939706,0,GSL_2006_03.tif
0.3645643,0.28750485,0.27515844,0.021942776,0.30907586,0,GSL_2006_03.tif
0.31713137,0.22387221,0.21234322,0.026429538,0.2511156,0,GSL_2006_03.tif
0.20118417,0.075880684,0.081537,-0.035931673,0.119533956,0,GSL_2006_03.tif
0.23623314,0.13273863,0.13782367,-0.018794257,0.1689318,0,GSL_2006_03.tif
0.2696984,0.15352674,0.14023511,0.045246113,0.18782008,0,GSL_2006_03.tif
0.27569568,0.16336398,0.17046641,-0.0212755,0.20317535,0,GSL_2006_03.tif
0.31261393,0.20481645,0.17775956,0.07072272,0.23172998,0,GSL_2006_03.tif
0.162838,0.06329027,0.07318517,-0.07250262,0.09977114,0,GSL_2006_03.tif
0.19876969,0.08952288,0.09868179,-0.048664365,0.12899145,0,GSL_2006_03.tif
0.21250369,0.11581736,0.11956138,-0.0159063,0.14929414,0,GSL_2006_03.tif
0.20284575,0.105206765,0.09918173,0.02947822,0.13574475,0,GSL_2006_03.tif
0.26759547,0.16200285,0.15276286,0.029355032,0.19412039,0,GSL_2006_03.tif
0.30506936,0.2208207,0.21615927,0.010667344,0.24734978,0,GSL_1990_02.tif
0.34209722,0.2593867,0.24774027,0.022965446,0.2830747,0,GSL_1990_02.tif
0.48463205,0.418269,0.38576686,0.0404237,0.42955598,0,GSL_1990_02.tif
0.5642235,0.5049711,0.4558756,0.05109601,0.50835675,0,GSL_1990_02.tif
0.41648105,0.33609015,0.31266567,0.036106713,0.35507894,0,GSL_1990_02.tif
0.38798228,0.31337905,0.29610035,0.028349886,0.33248723,0,GSL_1990_02.tif
0.37498358,0.29842877,0.27568758,0.039610714,0.31636664,0,GSL_1990_02.tif
0.38232353,0.30109507,0.2844512,0.028424488,0.32262325,0,GSL_1990_02.tif
0.39901274,0.32347286,0.29626065,0.04390945,0.3395821,0,GSL_1990_02.tif
0.40754187,0.32613915,0.30523798,0.03310405,0.34630632,0,GSL_1990_02.tif
0.38043728,0.302333,0.2808709,0.036800243,0.32121372,0,GSL_1990_02.tif
0.33713558,0.25581574,0.2448547,0.021892682,0.27926865,0,GSL_1990_02.tif
0.38269258,0.304666,0.27691662,0.047713496,0.32142508,0,GSL_1990_02.tif
0.40192413,0.32037807,0.2904895,0.04892799,0.33759722,0,GSL_1990_02.tif
0.4350155,0.34880263,0.31774214,0.04659918,0.36718678,0,GSL_1990_02.tif
0.35390678,0.27233723,0.25976348,0.023630349,0.2953358,0,GSL_1990_02.tif
0.36809465,0.28871587,0.27403104,0.026094858,0.31028053,0,GSL_1990_02.tif
0.4070498,0.32461557,0.29887903,0.04127782,0.3435148,0,GSL_1990_02.tif
0.39138573,0.30704662,0.282474,0.041682288,0.3269688,0,GSL_1990_02.tif
0.42624032,0.33913732,0.3099404,0.04498209,0.35843936,0,GSL_1990_02.tif
0.46265313,0.3857498,0.35301027,0.04431679,0.40047106,0,GSL_1990_02.tif
0.4213197,0.33975628,0.31047478,0.04503238,0.35718358,0,GSL_1990_02.tif
0.33713558,0.25400648,0.23967135,0.02903735,0.2769378,0,GSL_1990_02.tif
0.34980625,0.2672427,0.2529236,0.02752786,0.28999084,0,GSL_1990_02.tif
0.39622438,0.31642625,0.29123762,0.041451506,0.33462942,0,GSL_1990_02.tif
0.29977006,0.25494772,0.120563515,0.35786906,0.22509377,0,GSL_1989_02.tif
0.26655465,0.22642004,0.10844759,0.3522947,0.2004741,0,GSL_1989_02.tif
0.2748019,0.23921303,0.10807723,0.37759602,0.20736407,0,GSL_1989_02.tif
0.28481182,0.23615162,0.11328867,0.35159826,0.21141736,0,GSL_1989_02.tif
0.2937059,0.25036415,0.11917909,0.35499144,0.22108305,0,GSL_1989_02.tif
0.32067928,0.28005484,0.13348188,0.35443673,0.24473865,0,GSL_1989_02.tif
0.28773877,0.24636206,0.12333237,0.33278662,0.21914439,0,GSL_1989_02.tif
0.3253204,0.26794595,0.11899391,0.3849478,0.23742008,0,GSL_1989_02.tif
0.31489003,0.26279798,0.12238884,0.36452124,0.23335893,0,GSL_1989_02.tif
0.30211487,0.260643,0.121974394,0.3624201,0.22824411,0,GSL_1989_02.tif
0.2612667,0.2407181,0.11764476,0.3434312,0.20654319,0,GSL_1989_02.tif
0.24551606,0.21845008,0.108368225,0.33682787,0.19077814,0,GSL_1989_02.tif
0.30876118,0.28114942,0.14645316,0.31500262,0.2454546,0,GSL_1989_02.tif
0.3053976,0.2758133,0.13992783,0.32685035,0.24037957,0,GSL_1989_02.tif
0.34230003,0.30223733,0.14203534,0.36059305,0.2621909,0,GSL_1989_02.tif
0.28033242,0.26707372,0.11978753,0.38071996,0.22239788,0,GSL_1989_02.tif
0.28608933,0.2652779,0.12130423,0.37242612,0.22422381,0,GSL_1989_02.tif
0.2703225,0.23256,0.11098717,0.35387415,0.20462322,0,GSL_1989_02.tif
0.3651336,0.32571965,0.16689327,0.32241553,0.28591552,0,GSL_1989_02.tif
0.3500945,0.31682613,0.16326025,0.31987068,0.27672696,0,GSL_1989_02.tif
0.44634482,0.40052783,0.2026767,0.32799953,0.3498498,0,GSL_1989_02.tif
0.36728436,0.30334902,0.1444162,0.35494596,0.2716832,0,GSL_1989_02.tif
0.4227997,0.36834013,0.17946774,0.3447779,0.32353586,0,GSL_1989_02.tif
0.40252116,0.3524686,0.16655819,0.3581897,0.30718267,0,GSL_1989_02.tif
0.4034591,0.36485115,0.17742196,0.3456355,0.31524408,0,GSL_1989_02.tif
0.0062961895,0.007928626,0.02249568,-0.47878087,0.012240164,1,GSL_2001_06.tif
0.006448927,0.008217008,0.02249568,-0.46489605,0.012387205,1,GSL_2001_06.tif
0.0056241443,0.008361199,0.02232753,-0.45508158,0.0121042915,1,GSL_2001_06.tif
0.008037397,0.008325151,0.022159379,-0.4537965,0.012840643,1,GSL_2001_06.tif
0.0065405695,0.007892578,0.020940289,-0.45251337,0.011791146,1,GSL_2001_06.tif
0.0059907143,0.007640244,0.020519914,-0.45735583,0.011383624,1,GSL_2001_06.tif
0.0063572843,0.008649581,0.020519914,-0.4069294,0.011842261,1,GSL_2001_06.tif
0.008220682,0.010451968,0.021150477,-0.33852354,0.013274376,1,GSL_2001_06.tif
0.008709442,0.009514727,0.023504581,-0.4236743,0.013909583,1,GSL_2001_06.tif
0.0061739995,0.007423958,0.022285491,-0.5002124,0.01196115,1,GSL_2001_06.tif
0.0054408596,0.008325151,0.018838411,-0.38702115,0.0108681405,1,GSL_2001_06.tif
0.0051964796,0.006991385,0.01766136,-0.4327933,0.009949741,1,GSL_2001_06.tif
0.006510022,0.00738791,0.016232083,-0.37442002,0.010043338,1,GSL_2001_06.tif
0.0055630496,0.0066309073,0.01694672,-0.43750694,0.009713559,1,GSL_2001_06.tif
0.0034858198,0.0061622867,0.018628223,-0.50283086,0.009425444,1,GSL_2001_06.tif
0.0033025348,0.005693666,0.01745117,-0.50797486,0.0088157905,1,GSL_2001_06.tif
0.0041884123,0.006847194,0.016021894,-0.40116596,0.009019167,1,GSL_2001_06.tif
0.0037607474,0.0072797667,0.01888045,-0.44343054,0.0099736545,1,GSL_2001_06.tif
0.0048299097,0.0071716234,0.01745117,-0.417464,0.009817568,1,GSL_2001_06.tif
0.004371697,0.007207671,0.01745117,-0.41539195,0.009676847,1,GSL_2001_06.tif
0.0033941774,0.00547738,0.019805275,-0.56668603,0.009558944,1,GSL_2001_06.tif
0.004127317,0.008721677,0.018375998,-0.35626543,0.010408331,1,GSL_2001_06.tif
0.005837977,0.009010058,0.015853744,-0.2752359,0.010233927,1,GSL_2001_06.tif
0.0047993623,0.008937962,0.018796373,-0.3554459,0.010844566,1,GSL_2001_06.tif
0.0037607474,0.007207671,0.015097068,-0.35369354,0.0086884955,1,GSL_2001_06.tif
0.35648945,0.25726682,0.20690085,0.1085079,0.2735524,0,GSL_1989_09.tif
0.35472706,0.26097903,0.2186775,0.08819109,0.27812788,0,GSL_1989_09.tif
0.35192326,0.25991178,0.21570475,0.09294658,0.2758466,0,GSL_1989_09.tif
0.36189678,0.26274234,0.22502318,0.07733036,0.28322077,0,GSL_1989_09.tif
0.33169585,0.23244146,0.19432384,0.08931731,0.25282037,0,GSL_1989_09.tif
0.431391,0.3225088,0.26464078,0.09855739,0.33951354,0,GSL_1989_09.tif
0.51346225,0.41879413,0.36571422,0.06766,0.43265685,0,GSL_1989_09.tif
0.43179154,0.32863396,0.27315885,0.09218293,0.3445281,0,GSL_1989_09.tif
0.32821113,0.23081738,0.19209428,0.09156287,0.25037426,0,GSL_1989_09.tif
0.3824046,0.29712662,0.24474622,0.09666529,0.30809247,0,GSL_1989_09.tif
0.5872423,0.50853664,0.4658158,0.043845303,0.5205316,0,GSL_1989_09.tif
0.5412199,0.4691873,0.43643135,0.036169644,0.48227954,0,GSL_1989_09.tif
0.38901356,0.3187966,0.2770463,0.07006921,0.3282855,0,GSL_1989_09.tif
0.37375286,0.29411045,0.26452643,0.052957416,0.3107966,0,GSL_1989_09.tif
0.43143106,0.34612772,0.3063736,0.060925636,0.3613108,0,GSL_1989_09.tif
0.500725,0.43549904,0.4019589,0.040049877,0.446061,0,GSL_1989_09.tif
0.47404882,0.40009388,0.36782944,0.042015128,0.41399074,0,GSL_1989_09.tif
0.46311402,0.39285508,0.35325155,0.053080186,0.40307355,0,GSL_1989_09.tif
0.45213914,0.3981914,0.35490942,0.057471607,0.40174666,0,GSL_1989_09.tif
0.4859049,0.39364395,0.3466772,0.063440934,0.40874204,0,GSL_1989_09.tif
0.37387303,0.31350672,0.26361173,0.08645522,0.31699717,0,GSL_1989_09.tif
0.39846638,0.34877267,0.30751696,0.06286196,0.35158536,0,GSL_1989_09.tif
0.37395313,0.33058286,0.2888801,0.0673207,0.3311387,0,GSL_1989_09.tif
0.45278,0.3982378,0.33975986,0.07923854,0.3969259,0,GSL_1989_09.tif
0.30610114,0.23954105,0.17963159,0.14292277,0.24175793,0,GSL_1989_09.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
0.960871,0.9629697,0.9686479,-0.0029395954,0.9641628,0,GSL_2000_11.tif
0.80788445,0.85052115,0.87104076,-0.011919178,0.84314877,0,GSL_2000_11.tif
0.66434073,0.7198366,0.70709944,0.008926221,0.69709224,0,GSL_2000_11.tif
0.59267455,0.627714,0.57729423,0.041841794,0.5992276,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
0.9554097,0.9744031,0.9713788,0.0015542741,0.9670639,0,GSL_2000_11.tif
0.79195863,0.83343256,0.8254966,0.004783771,0.81696254,0,GSL_2000_11.tif
0.68305004,0.7093867,0.671642,0.027330842,0.68802625,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
0.8573179,0.90383583,0.917642,-0.0075796456,0.89293194,0,GSL_2000_11.tif
0.71528924,0.7529482,0.7248943,0.018983025,0.731044,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
0.9936387,1.0,1.0,0.0,0.99787956,0,GSL_2000_11.tif
0.8741246,0.9158839,0.92988694,-0.007586549,0.90663177,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2000_11.tif
0.9424083,0.9737884,0.9730966,0.00035532206,0.96309775,0,GSL_2000_11.tif
0.43222755,0.32643682,0.45160672,-0.16087756,0.4034237,0,GSL_2018_04.tif
0.3713206,0.2690856,0.4215539,-0.22076365,0.3539867,0,GSL_2018_04.tif
0.35466293,0.25080696,0.40509447,-0.23522937,0.3368548,0,GSL_2018_04.tif
0.33712468,0.2417515,0.39575925,-0.24157631,0.32487848,0,GSL_2018_04.tif
0.3430686,0.24401538,0.39461282,-0.23581359,0.32723227,0,GSL_2018_04.tif
0.37917247,0.2701756,0.4169682,-0.21362686,0.35543874,0,GSL_2018_04.tif
0.36999974,0.26422247,0.41311947,-0.21982512,0.3491139,0,GSL_2018_04.tif
0.35693777,0.2513939,0.40722355,-0.23660076,0.3385184,0,GSL_2018_04.tif
0.35451615,0.24984273,0.40468502,-0.23657063,0.33634797,0,GSL_2018_04.tif
0.3603867,0.25223237,0.40218744,-0.22914165,0.33826885,0,GSL_2018_04.tif
0.41241443,0.3092482,0.43633467,-0.17045227,0.3859991,0,GSL_2018_04.tif
0.35745144,0.2501362,0.40034497,-0.23091912,0.33597755,0,GSL_2018_04.tif
0.34739813,0.24342845,0.39944422,-0.24268495,0.33009028,0,GSL_2018_04.tif
0.34864563,0.24837542,0.38666973,-0.21777047,0.32789692,0,GSL_2018_04.tif
0.33749157,0.22984526,0.37897226,-0.24494492,0.31543636,0,GSL_2018_04.tif
0.40661728,0.29872543,0.4340418,-0.18466462,0.37979484,0,GSL_2018_04.tif
0.37520984,0.26459977,0.4158627,-0.22229399,0.35189077,0,GSL_2018_04.tif
0.3515809,0.24418308,0.40255594,-0.24487871,0.3327733,0,GSL_2018_04.tif
0.33484983,0.23127066,0.38314855,-0.24718896,0.31642303,0,GSL_2018_04.tif
0.33191454,0.23194143,0.3847863,-0.24783161,0.31621408,0,GSL_2018_04.tif
0.43978587,0.3405231,0.44497383,-0.13297391,0.4084276,0,GSL_2018_04.tif
0.36860546,0.26036552,0.41393834,-0.22774982,0.34763646,0,GSL_2018_04.tif
0.3612673,0.25340623,0.40935263,-0.23529851,0.34134206,0,GSL_2018_04.tif
0.3401333,0.24166767,0.39461282,-0.2403734,0.32547125,0,GSL_2018_04.tif
0.3409405,0.2408292,0.39444906,-0.2418147,0.32540622,0,GSL_2018_04.tif
0.19466445,0.0950943,0.07505281,0.11778848,0.121603854,0,GSL_1995_08.tif
0.20100355,0.10681379,0.08485203,0.11458298,0.13088979,0,GSL_1995_08.tif
0.19895455,0.09405586,0.069212474,0.152162,0.12074096,0,GSL_1995_08.tif
0.17599934,0.075475276,0.061608277,0.10115653,0.10436097,0,GSL_1995_08.tif
0.19216724,0.07714419,0.059217267,0.13146526,0.109509565,0,GSL_1995_08.tif
0.22671211,0.12895474,0.097826205,0.13726196,0.15116435,0,GSL_1995_08.tif
0.20289247,0.10670253,0.07422967,0.1794743,0.12794155,0,GSL_1995_08.tif
0.17180529,0.06101134,0.058315735,0.022589866,0.09704412,0,GSL_1995_08.tif
0.15967137,0.045583144,0.05086833,-0.054795742,0.08537427,0,GSL_1995_08.tif
0.14135842,0.045991104,0.045223974,0.008410036,0.0775245,0,GSL_1995_08.tif
0.22805676,0.13748474,0.09947247,0.16041762,0.15500467,0,GSL_1995_08.tif
0.20141976,0.10514487,0.07560156,0.16345079,0.12738873,0,GSL_1995_08.tif
0.17314994,0.06920757,0.063528925,0.042781025,0.10196215,0,GSL_1995_08.tif
0.15025876,0.04380297,0.054043274,-0.10465605,0.08270167,0,GSL_1995_08.tif
0.21758765,0.09998979,0.08304898,0.09255262,0.13354214,0,GSL_1995_08.tif
0.1962012,0.0916452,0.074347265,0.10420855,0.12073123,0,GSL_1995_08.tif
0.1728618,0.069986396,0.058511723,0.089297675,0.10045331,0,GSL_1995_08.tif
0.13831693,0.032788128,0.04730141,-0.18121096,0.072802156,0,GSL_1995_08.tif
0.171229,0.061048426,0.06031478,0.006045007,0.097530745,0,GSL_1995_08.tif
0.22296627,0.10473692,0.084812835,0.10511213,0.13750534,0,GSL_1995_08.tif
0.19043839,0.07261957,0.06470483,0.05763497,0.10925426,0,GSL_1995_08.tif
0.16255277,0.05607877,0.05435685,0.015591917,0.090996124,0,GSL_1995_08.tif
0.13268219,0.04651032,0.044322446,0.024086572,0.07450499,0,GSL_1995_08.tif
0.25158826,0.123947985,0.090966746,0.15346126,0.155501,0,GSL_1995_08.tif
0.25264478,0.12602486,0.09472965,0.14176412,0.15779977,0,GSL_1995_08.tif
0.44276172,0.35696116,0.39801252,-0.054374482,0.3992451,0,GSL_2003_03.tif
0.44328058,0.37929413,0.41209856,-0.041451465,0.41155776,0,GSL_2003_03.tif
0.4505792,0.3662392,0.39553198,-0.03845348,0.40411678,0,GSL_2003_03.tif
0.44680882,0.35995805,0.36766997,-0.010598694,0.39147893,0,GSL_2003_03.tif
0.39962718,0.28651384,0.30290967,-0.027816685,0.32968357,0,GSL_2003_03.tif
0.48741823,0.40877035,0.43185443,-0.027460583,0.44268098,0,GSL_2003_03.tif
0.47887436,0.40298185,0.44558612,-0.050207194,0.44248077,0,GSL_2003_03.tif
0.45600992,0.36862028,0.38060433,-0.01599525,0.40174484,0,GSL_2003_03.tif
0.47562283,0.3828247,0.38060433,0.0029084033,0.41301727,0,GSL_2003_03.tif
0.49360996,0.37362877,0.39172253,-0.023641093,0.41965374,0,GSL_2003_03.tif
0.35849887,0.2799453,0.29134852,-0.019960277,0.3099309,0,GSL_2003_03.tif
0.4049887,0.3154153,0.35672894,-0.061465356,0.3590443,0,GSL_2003_03.tif
0.35836053,0.2534249,0.27141544,-0.03427803,0.2944003,0,GSL_2003_03.tif
0.36237302,0.254246,0.26609996,-0.022780884,0.29423964,0,GSL_2003_03.tif
0.44656667,0.3370093,0.32377297,0.020031294,0.3691163,0,GSL_2003_03.tif
0.23362662,0.116225034,0.15447482,-0.1412991,0.16810882,0,GSL_2003_03.tif
0.27001598,0.1489034,0.17281324,-0.07431932,0.19724421,0,GSL_2003_03.tif
0.2636513,0.14771286,0.1690924,-0.0674846,0.19348551,0,GSL_2003_03.tif
0.41124964,0.3223533,0.37608618,-0.07693264,0.36989638,0,GSL_2003_03.tif
0.4627551,0.378432,0.4200275,-0.05209461,0.42040488,0,GSL_2003_03.tif
0.24801634,0.1309221,0.1620051,-0.10611133,0.18031453,0,GSL_2003_03.tif
0.2470478,0.12796625,0.15323454,-0.08985819,0.17608286,0,GSL_2003_03.tif
0.2470478,0.12624203,0.15323454,-0.09658203,0.17550813,0,GSL_2003_03.tif
0.2874497,0.16581734,0.20771824,-0.11217349,0.2203284,0,GSL_2003_03.tif
0.40938172,0.2996098,0.30011904,-0.0008491028,0.3363702,0,GSL_2003_03.tif
0.41508088,0.31204844,0.17607911,0.2785523,0.30106947,0,GSL_1994_06.tif
0.3719444,0.2818874,0.15993637,0.27601674,0.27125606,0,GSL_1994_06.tif
0.36496165,0.27870458,0.15528767,0.2843752,0.26631796,0,GSL_1994_06.tif
0.36907297,0.2893898,0.15814841,0.29325113,0.2722037,0,GSL_1994_06.tif
0.42721915,0.33197898,0.18501891,0.28425607,0.31473902,0,GSL_1994_06.tif
0.38920552,0.29639956,0.16765015,0.27744687,0.2844184,0,GSL_1994_06.tif
0.3737064,0.2794624,0.16157107,0.26730636,0.27157995,0,GSL_1994_06.tif
0.37331486,0.28878352,0.16177541,0.2818895,0.2746246,0,GSL_1994_06.tif
0.36600578,0.27688584,0.15712672,0.275934,0.26667276,0,GSL_1994_06.tif
0.38825926,0.2889351,0.16330795,0.27778617,0.28016743,0,GSL_1994_06.tif
0.37285802,0.27074754,0.1545214,0.27329966,0.26604232,0,GSL_1994_06.tif
0.35686946,0.2704823,0.15556864,0.26971745,0.26097348,0,GSL_1994_06.tif
0.3821575,0.29211792,0.16432965,0.27996203,0.27953503,0,GSL_1994_06.tif
0.40196374,0.29977185,0.16918269,0.2784681,0.2903061,0,GSL_1994_06.tif
0.40574878,0.30598593,0.16851859,0.2897065,0.29341778,0,GSL_1994_06.tif
0.3854531,0.2893898,0.16499375,0.2737682,0.27994555,0,GSL_1994_06.tif
0.38036287,0.28006867,0.15988529,0.273172,0.27343893,0,GSL_1994_06.tif
0.38679093,0.2873058,0.16438073,0.27214625,0.2794925,0,GSL_1994_06.tif
0.402029,0.3060238,0.17120053,0.2825149,0.29308447,0,GSL_1994_06.tif
0.40568352,0.30750155,0.17051089,0.28658327,0.29456532,0,GSL_1994_06.tif
0.38936868,0.28635854,0.15544093,0.29632744,0.27705607,0,GSL_1994_06.tif
0.36724573,0.26779208,0.15258019,0.27407044,0.26253933,0,GSL_1994_06.tif
0.39152223,0.29363355,0.16678171,0.27551556,0.28397915,0,GSL_1994_06.tif
0.37331486,0.27938664,0.15871035,0.27545503,0.27047062,0,GSL_1994_06.tif
0.41273156,0.31401876,0.17086847,0.29522324,0.29920626,0,GSL_1994_06.tif
0.22045021,0.17669733,0.08884405,0.33084464,0.1619972,1,GSL_2001_10.tif
0.21986213,0.17486766,0.08932654,0.32378,0.16135211,1,GSL_2001_10.tif
0.22491947,0.17673185,0.08647182,0.34292716,0.16270772,1,GSL_2001_10.tif
0.22150871,0.1761795,0.089889444,0.3243134,0.16252588,1,GSL_2001_10.tif
0.22574276,0.17642115,0.08860281,0.33135876,0.1635889,1,GSL_2001_10.tif
0.23215264,0.17880318,0.09487515,0.30666554,0.16861033,1,GSL_2001_10.tif
0.23632789,0.17417721,0.09487515,0.29474473,0.16846009,1,GSL_2001_10.tif
0.20827731,0.17825082,0.09487515,0.3052634,0.16046776,1,GSL_2001_10.tif
0.22671306,0.17718063,0.08779866,0.3373155,0.16389745,1,GSL_2001_10.tif
0.24244374,0.18184112,0.09165856,0.3297343,0.17198114,1,GSL_2001_10.tif
0.22956517,0.18046023,0.09431225,0.31352362,0.16811256,1,GSL_2001_10.tif
0.2355046,0.17756037,0.09165856,0.31907672,0.16824119,1,GSL_2001_10.tif
0.22950636,0.17707707,0.09270395,0.31274548,0.16642912,1,GSL_2001_10.tif
0.22597799,0.17939006,0.08880384,0.33776262,0.16472396,1,GSL_2001_10.tif
0.22577217,0.17769846,0.08751721,0.34002858,0.16366261,1,GSL_2001_10.tif
0.23491654,0.17949362,0.10130832,0.27843472,0.17190616,1,GSL_2001_10.tif
0.23356399,0.17825082,0.10243413,0.27011216,0.17141633,1,GSL_2001_10.tif
0.24109119,0.17707707,0.10476615,0.25656343,0.17431147,1,GSL_2001_10.tif
0.22574276,0.17814726,0.107902326,0.24556822,0.17059743,1,GSL_2001_10.tif
0.24514882,0.18059832,0.08795949,0.344948,0.17123555,1,GSL_2001_10.tif
0.23497534,0.17928648,0.10146915,0.27717003,0.17191033,1,GSL_2001_10.tif
0.24138522,0.17983884,0.108465225,0.2475628,0.1765631,1,GSL_2001_10.tif
0.2402679,0.17611045,0.09937837,0.2785296,0.17191891,1,GSL_2001_10.tif
0.24361986,0.18080546,0.11731084,0.21298537,0.18057871,1,GSL_2001_10.tif
0.2486772,0.17880318,0.11723042,0.20799173,0.18157025,1,GSL_2001_10.tif
0.26163185,0.16490667,0.17479518,-0.029109308,0.20044456,0,GSL_2007_10.tif
0.19820577,0.09422972,0.09812812,-0.020266276,0.13018787,0,GSL_2007_10.tif
0.31646216,0.22708955,0.21252614,0.03312752,0.25202596,0,GSL_2007_10.tif
0.31646216,0.22708955,0.21252614,0.03312752,0.25202596,0,GSL_2007_10.tif
0.3872467,0.29832742,0.296795,0.0025749372,0.32745638,0,GSL_2007_10.tif
0.3679063,0.27540952,0.25359446,0.041237913,0.2989701,0,GSL_2007_10.tif
0.34804496,0.25561675,0.25461423,0.0019648322,0.286092,0,GSL_2007_10.tif
0.34381223,0.26403067,0.24988627,0.027522663,0.28590974,0,GSL_2007_10.tif
0.34381223,0.26403067,0.24988627,0.027522663,0.28590974,0,GSL_2007_10.tif
0.4066522,0.32280794,0.32646063,-0.0056258477,0.35197362,0,GSL_2007_10.tif
0.41394556,0.31683806,0.32145455,-0.007232563,0.35074607,0,GSL_2007_10.tif
0.37086925,0.28262144,0.2772806,0.009538873,0.3102571,0,GSL_2007_10.tif
0.37663227,0.28570655,0.2713475,0.025776729,0.31122878,0,GSL_2007_10.tif
0.38089758,0.30501848,0.29698044,0.013352234,0.32763216,0,GSL_2007_10.tif
0.41498747,0.31491488,0.2981856,0.02728634,0.34269598,0,GSL_2007_10.tif
0.36344564,0.26282868,0.24103294,0.043257296,0.2891024,0,GSL_2007_10.tif
0.41065705,0.3227278,0.31445533,0.012982855,0.34928003,0,GSL_2007_10.tif
0.41531307,0.32861754,0.3221035,0.010010484,0.35534468,0,GSL_2007_10.tif
0.39017707,0.29460126,0.27950552,0.02629426,0.32142797,0,GSL_2007_10.tif
0.35038927,0.26154658,0.24543643,0.031776447,0.28579077,0,GSL_2007_10.tif
0.21083888,0.08765885,0.09256582,-0.027226795,0.13035452,0,GSL_2007_10.tif
0.2735812,0.16538747,0.15537348,0.031219358,0.19811405,0,GSL_2007_10.tif
0.30343834,0.19098982,0.18105277,0.026709363,0.22516032,0,GSL_2007_10.tif
0.3398074,0.22684915,0.2063149,0.04740513,0.25765714,0,GSL_2007_10.tif
0.2768697,0.17404178,0.17275567,0.0037085062,0.20788907,0,GSL_2007_10.tif
0.45694786,0.35905185,0.2993948,0.09060259,0.3717982,0,GSL_2002_09.tif
0.46983737,0.3764665,0.30146912,0.11062597,0.382591,0,GSL_2002_09.tif
0.47271502,0.37372062,0.3038028,0.10319603,0.3834128,0,GSL_2002_09.tif
0.5003525,0.39684382,0.30864292,0.12502116,0.40194643,0,GSL_2002_09.tif
0.43458608,0.33556736,0.2723418,0.104004785,0.34749842,0,GSL_2002_09.tif
0.40197265,0.30138838,0.2411401,0.1110507,0.31483373,0,GSL_2002_09.tif
0.3883937,0.28400984,0.23379344,0.09697951,0.30206567,0,GSL_2002_09.tif
0.3961274,0.30193034,0.2573892,0.0796344,0.3184823,0,GSL_2002_09.tif
0.3583282,0.26099503,0.21914335,0.0871657,0.27948883,0,GSL_2002_09.tif
0.4380033,0.32368058,0.27199608,0.086765885,0.34456,0,GSL_2002_09.tif
0.2984969,0.19523846,0.17493375,0.054851916,0.2228897,0,GSL_2002_09.tif
0.30431217,0.20188637,0.17553876,0.06980865,0.22724576,0,GSL_2002_09.tif
0.32553488,0.23136845,0.20112242,0.06993434,0.25267527,0,GSL_2002_09.tif
